title,name_en,name_zh,name_ja,has_in_game_screenshot,target_media_file,local_filename,image_url,width,height,filesize,local_rel_path,grid_size,size_category,size_label
Item:Ivory simple bath mat (New Horizons),Ivory simple bath mat,象牙色簡約浴室地墊,アイボリーのシンプルバスマット,False,File:Ivory_Simple_Bath_Mat_NH_Icon.png,象牙色簡約浴室地墊_Ivory_simple_bath_mat.png,https://dodo.ac/np/images/f/fd/Ivory_Simple_Bath_Mat_NH_Icon.png,128,128,10045,images/rugs/象牙色簡約浴室地墊_Ivory_simple_bath_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Ivory small round mat (New Horizons),Ivory small round mat,小型象牙色圓地墊,アイボリーのラウンドマット・S,False,File:Ivory_Small_Round_Mat_NH_Icon.png,小型象牙色圓地墊_Ivory_small_round_mat.png,https://dodo.ac/np/images/4/48/Ivory_Small_Round_Mat_NH_Icon.png,128,128,9066,images/rugs/小型象牙色圓地墊_Ivory_small_round_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Kerokerokeroppi rug (New Horizons),Kerokerokeroppi rug,Kerokerokeroppi地毯,けろけろけろっぴなラグ,False,File:Kerokerokeroppi_Rug_NH_Icon.png,Kerokerokeroppi地毯_Kerokerokeroppi_rug.png,https://dodo.ac/np/images/8/8e/Kerokerokeroppi_Rug_NH_Icon.png,128,128,10071,images/rugs/Kerokerokeroppi地毯_Kerokerokeroppi_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Kiki & Lala rug (New Horizons),Kiki & Lala rug,Kiki & Lala地毯,キキ&ララなラグ,False,File:Kiki_&_Lala_Rug_NH_Icon.png,Kiki_&_Lala地毯_Kiki_&_Lala_rug.png,https://dodo.ac/np/images/5/59/Kiki_%26_Lala_Rug_NH_Icon.png,128,128,8209,images/rugs/Kiki_&_Lala地毯_Kiki_&_Lala_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Lacy rug (New Horizons),Lacy rug,蕾絲地毯,レースのラグ,False,File:Lacy_Rug_NH_Icon.png,蕾絲地毯_Lacy_rug.png,https://dodo.ac/np/images/8/89/Lacy_Rug_NH_Icon.png,128,128,8802,images/rugs/蕾絲地毯_Lacy_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Ladybug rug (New Horizons),Ladybug rug,瓢蟲地毯,テントウムシのラグ,False,File:Ladybug_Rug_NH_Icon.png,瓢蟲地毯_Ladybug_rug.png,https://dodo.ac/np/images/2/27/Ladybug_Rug_NH_Icon.png,128,128,8781,images/rugs/瓢蟲地毯_Ladybug_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Lakitu's Cloud rug (New Horizons),Lakitu's Cloud rug,球蓋姆的雲地毯,ジュゲムのくものラグ,False,File:Lakitu's_Cloud_Rug_NH_Icon.png,球蓋姆的雲地毯_Lakitu's_Cloud_rug.png,https://dodo.ac/np/images/0/05/Lakitu%27s_Cloud_Rug_NH_Icon.png,128,128,6235,images/rugs/球蓋姆的雲地毯_Lakitu's_Cloud_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Large Paradise Planning rug (New Horizons),Large Paradise Planning rug,巧美生活地毯,タクミライフのカーペット,False,File:Large_Paradise_Planning_Rug_NH_Icon.png,巧美生活地毯_Large_Paradise_Planning_rug.png,https://dodo.ac/np/images/9/9d/Large_Paradise_Planning_Rug_NH_Icon.png,128,128,13656,images/rugs/巧美生活地毯_Large_Paradise_Planning_rug.webp,4.0 × 4.0,L,大型 (L)
Item:LEGO® space logo rug (New Horizons),LEGO® space logo rug,LEGO®太空任務地毯,LEGO®スペースミッションラグ,False,File:LEGO®_Space_Logo_Rug_NH_Icon.png,LEGO®太空任務地毯_LEGO®_space_logo_rug.png,https://dodo.ac/np/images/5/53/LEGO%C2%AE_Space_Logo_Rug_NH_Icon.png,128,128,5249,images/rugs/LEGO®太空任務地毯_LEGO®_space_logo_rug.webp,3.0 × 2.0,M,中型 (M)
Item:Light bamboo bath mat (New Horizons),Light bamboo bath mat,淺色竹子浴室地墊,ライトなバンブーバスマット,False,File:Light_Bamboo_Bath_Mat_NH_Icon.png,淺色竹子浴室地墊_Light_bamboo_bath_mat.png,https://dodo.ac/np/images/a/aa/Light_Bamboo_Bath_Mat_NH_Icon.png,128,128,10043,images/rugs/淺色竹子浴室地墊_Light_bamboo_bath_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Light bamboo rug (New Horizons),Light bamboo rug,淺色竹地毯,ライトなバンブーラグ,False,File:Light_Bamboo_Rug_NH_Icon.png,淺色竹地毯_Light_bamboo_rug.png,https://dodo.ac/np/images/c/c5/Light_Bamboo_Rug_NH_Icon.png,128,128,11367,images/rugs/淺色竹地毯_Light_bamboo_rug.webp,3.0 × 2.0,M,中型 (M)
Item:Light square tile (New Horizons),Light square tile,淺色地磚地毯,ライトなフローリングタイル,False,File:Light_Square_Tile_NH_Icon.png,淺色地磚地毯_Light_square_tile.png,https://dodo.ac/np/images/8/80/Light_Square_Tile_NH_Icon.png,128,128,11798,images/rugs/淺色地磚地毯_Light_square_tile.webp,2.0 × 2.0,S,小型 (S)
Item:Light stones rug (New Horizons),Light stones rug,淺色石頭地毯,ライトストーンなラグ,False,File:Light_Stones_Rug_NH_Icon.png,淺色石頭地毯_Light_stones_rug.png,https://dodo.ac/np/images/5/59/Light_Stones_Rug_NH_Icon.png,128,128,12185,images/rugs/淺色石頭地毯_Light_stones_rug.webp,2.0 × 2.0,S,小型 (S)
Item:Light-brown cow-print rug (New Horizons),Light-brown cow-print rug,淺棕色皮革地毯,ライトブラウンのぎゅうがわラグ,False,File:Light-Brown_Cow-Print_Rug_NH_Icon.png,淺棕色皮革地毯_Light-brown_cow-print_rug.png,https://dodo.ac/np/images/2/22/Light-Brown_Cow-Print_Rug_NH_Icon.png,128,128,8335,images/rugs/淺棕色皮革地毯_Light-brown_cow-print_rug.webp,3.0 × 2.0,M,中型 (M)
Item:Light-wood flooring sheet (New Horizons),Light-wood flooring sheet,淺木色地板鋪巾,ライトウッドなフロアシート,False,File:Light-Wood_Flooring_Sheet_NH_Icon.png,淺木色地板鋪巾_Light-wood_flooring_sheet.png,https://dodo.ac/np/images/f/f4/Light-Wood_Flooring_Sheet_NH_Icon.png,128,128,6489,images/rugs/淺木色地板鋪巾_Light-wood_flooring_sheet.webp,2.0 × 1.0,S,小型 (S)
Item:Light-wood flooring tile (New Horizons),Light-wood flooring tile,淺木色地磚地墊,ライトウッドなフロアタイル,False,File:Light-Wood_Flooring_Tile_NH_Icon.png,淺木色地磚地墊_Light-wood_flooring_tile.png,https://dodo.ac/np/images/1/1d/Light-Wood_Flooring_Tile_NH_Icon.png,128,128,8157,images/rugs/淺木色地磚地墊_Light-wood_flooring_tile.webp,1.0 × 1.0,S,小型 (S)
Item:Magic-circle rug (New Horizons),Magic-circle rug,魔法陣地毯,まほうじんのラグ,False,File:Magic-Circle_Rug_NH_Icon.png,魔法陣地毯_Magic-circle_rug.png,https://dodo.ac/np/images/d/d4/Magic-Circle_Rug_NH_Icon.png,128,128,11121,images/rugs/魔法陣地毯_Magic-circle_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Maple-leaf rug (New Horizons),Maple-leaf rug,楓葉地毯,もみじのラグ,False,File:Maple-Leaf_Rug_NH_Icon.png,楓葉地毯_Maple-leaf_rug.png,https://dodo.ac/np/images/d/db/Maple-Leaf_Rug_NH_Icon.png,128,128,7096,images/rugs/楓葉地毯_Maple-leaf_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Mermaid rug (New Horizons),Mermaid rug,人魚地毯,マーメイドなラグ,False,File:Mermaid_Rug_NH_Icon.png,人魚地毯_Mermaid_rug.png,https://dodo.ac/np/images/5/5a/Mermaid_Rug_NH_Icon.png,128,128,6400,images/rugs/人魚地毯_Mermaid_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Modern wavy rug (New Horizons),Modern wavy rug,摩登波浪地毯,モダンなウェーブのラグ,False,File:Modern_Wavy_Rug_NH_Icon.png,摩登波浪地毯_Modern_wavy_rug.png,https://dodo.ac/np/images/2/2a/Modern_Wavy_Rug_NH_Icon.png,128,128,10542,images/rugs/摩登波浪地毯_Modern_wavy_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Mom's cool kitchen mat (New Horizons),Mom's cool kitchen mat,酷感媽媽廚房地墊,クールなははのキッチンマット,False,File:Mom's_Cool_Kitchen_Mat_NH_Icon.png,酷感媽媽廚房地墊_Mom's_cool_kitchen_mat.png,https://dodo.ac/np/images/a/af/Mom%27s_Cool_Kitchen_Mat_NH_Icon.png,128,128,9604,images/rugs/酷感媽媽廚房地墊_Mom's_cool_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Mom's lively kitchen mat (New Horizons),Mom's lively kitchen mat,活潑媽媽廚房地墊,げんきなははのキッチンマット,False,File:Mom's_Lively_Kitchen_Mat_NH_Icon.png,活潑媽媽廚房地墊_Mom's_lively_kitchen_mat.png,https://dodo.ac/np/images/f/f4/Mom%27s_Lively_Kitchen_Mat_NH_Icon.png,128,128,9529,images/rugs/活潑媽媽廚房地墊_Mom's_lively_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Mom's playful kitchen mat (New Horizons),Mom's playful kitchen mat,調皮媽媽廚房地墊,オチャメなははのキッチンマット,False,File:Mom's_Playful_Kitchen_Mat_NH_Icon.png,調皮媽媽廚房地墊_Mom's_playful_kitchen_mat.png,https://dodo.ac/np/images/0/03/Mom%27s_Playful_Kitchen_Mat_NH_Icon.png,128,128,9282,images/rugs/調皮媽媽廚房地墊_Mom's_playful_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Mom's reliable kitchen mat (New Horizons),Mom's reliable kitchen mat,可靠媽媽廚房地墊,たよれるははのキッチンマット,False,File:Mom's_Reliable_Kitchen_Mat_NH_Icon.png,可靠媽媽廚房地墊_Mom's_reliable_kitchen_mat.png,https://dodo.ac/np/images/f/f7/Mom%27s_Reliable_Kitchen_Mat_NH_Icon.png,128,128,9571,images/rugs/可靠媽媽廚房地墊_Mom's_reliable_kitchen_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Monochromatic dotted rug (New Horizons),Monochromatic dotted rug,灰階配色點點地墊,モノクロドットのラグ,False,File:Monochromatic_Dotted_Rug_NH_Icon.png,灰階配色點點地墊_Monochromatic_dotted_rug.png,https://dodo.ac/np/images/7/74/Monochromatic_Dotted_Rug_NH_Icon.png,128,128,9110,images/rugs/灰階配色點點地墊_Monochromatic_dotted_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Monochromatic wavy rug (New Horizons),Monochromatic wavy rug,灰階配色波浪地毯,モノクロウェーブのラグ,False,File:Monochromatic_Wavy_Rug_NH_Icon.png,灰階配色波浪地毯_Monochromatic_wavy_rug.png,https://dodo.ac/np/images/a/a1/Monochromatic_Wavy_Rug_NH_Icon.png,128,128,10289,images/rugs/灰階配色波浪地毯_Monochromatic_wavy_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Moon rug (New Horizons),Moon rug,月之地毯,つきのラグ,False,File:Moon_Rug_NH_Icon.png,月之地毯_Moon_rug.png,https://dodo.ac/np/images/1/1e/Moon_Rug_NH_Icon.png,128,128,10757,images/rugs/月之地毯_Moon_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Mush rug (New Horizons),Mush rug,蘑菇地毯,キノコのラグ,False,File:Mush_Rug_NH_Icon.png,蘑菇地毯_Mush_rug.png,https://dodo.ac/np/images/5/58/Mush_Rug_NH_Icon.png,128,128,8460,images/rugs/蘑菇地毯_Mush_rug.webp,3.0 × 3.0,M,中型 (M)
Item:My Melody rug (New Horizons),My Melody rug,My Melody地毯,マイメロディなラグ,False,File:My_Melody_Rug_NH_Icon.png,My_Melody地毯_My_Melody_rug.png,https://dodo.ac/np/images/8/8e/My_Melody_Rug_NH_Icon.png,128,128,8611,images/rugs/My_Melody地毯_My_Melody_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Natural wooden-deck rug (New Horizons),Natural wooden-deck rug,自然色木甲板地毯,ナチュラルなウッドデッキのラグ,False,File:Natural_Wooden-Deck_Rug_NH_Icon.png,自然色木甲板地毯_Natural_wooden-deck_rug.png,https://dodo.ac/np/images/d/db/Natural_Wooden-Deck_Rug_NH_Icon.png,128,128,10685,images/rugs/自然色木甲板地毯_Natural_wooden-deck_rug.webp,3.0 × 2.0,M,中型 (M)
Item:Natural-wood flooring sheet (New Horizons),Natural-wood flooring sheet,自然木色地板鋪巾,ナチュラルウッドなフロアシート,False,File:Natural-Wood_Flooring_Sheet_NH_Icon.png,自然木色地板鋪巾_Natural-wood_flooring_sheet.png,https://dodo.ac/np/images/b/bc/Natural-Wood_Flooring_Sheet_NH_Icon.png,128,128,7039,images/rugs/自然木色地板鋪巾_Natural-wood_flooring_sheet.webp,2.0 × 1.0,S,小型 (S)
Item:Natural-wood flooring tile (New Horizons),Natural-wood flooring tile,自然木色地磚地墊,ナチュラルウッドなフロアタイル,False,File:Natural-Wood_Flooring_Tile_NH_Icon.png,自然木色地磚地墊_Natural-wood_flooring_tile.png,https://dodo.ac/np/images/d/d3/Natural-Wood_Flooring_Tile_NH_Icon.png,128,128,9609,images/rugs/自然木色地磚地墊_Natural-wood_flooring_tile.webp,1.0 × 1.0,S,小型 (S)
Item:Natural-wood square tile (New Horizons),Natural-wood square tile,自然色地磚地毯,ナチュラルなフローリングタイル,False,File:Natural-Wood_Square_Tile_NH_Icon.png,自然色地磚地毯_Natural-wood_square_tile.png,https://dodo.ac/np/images/f/fa/Natural-Wood_Square_Tile_NH_Icon.png,128,128,11912,images/rugs/自然色地磚地毯_Natural-wood_square_tile.webp,2.0 × 2.0,S,小型 (S)
Item:Nook Inc. botanical rug (New Horizons),Nook Inc. botanical rug,Nook Inc.植物圖案地毯,たぬきかいはつのボタニカルラグ,False,File:Nook_Inc._Botanical_Rug_NH_Icon.png,Nook_Inc.植物圖案地毯_Nook_Inc._botanical_rug.png,https://dodo.ac/np/images/5/5b/Nook_Inc._Botanical_Rug_NH_Icon.png,128,128,8723,images/rugs/Nook_Inc.植物圖案地毯_Nook_Inc._botanical_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Nook Inc. rug (New Horizons),Nook Inc. rug,Nook Inc.地毯,たぬきかいはつのラグ,False,File:Nook_Inc._Rug_NH_Icon.png,Nook_Inc.地毯_Nook_Inc._rug.png,https://dodo.ac/np/images/4/42/Nook_Inc._Rug_NH_Icon.png,128,128,7585,images/rugs/Nook_Inc.地毯_Nook_Inc._rug.webp,3.0 × 3.0,M,中型 (M)
Item:Nook Inc. silk rug (New Horizons),Nook Inc. silk rug,Nook Inc.正方形地毯,たぬきかいはつのスクエアラグ,False,File:Nook_Inc._Silk_Rug_NH_Icon.png,Nook_Inc.正方形地毯_Nook_Inc._silk_rug.png,https://dodo.ac/np/images/c/c9/Nook_Inc._Silk_Rug_NH_Icon.png,128,128,10219,images/rugs/Nook_Inc.正方形地毯_Nook_Inc._silk_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Orange rug (New Horizons),Orange rug,橘子地毯,オレンジのラグ,False,File:Orange_Rug_NH_Icon.png,橘子地毯_Orange_rug.png,https://dodo.ac/np/images/1/1d/Orange_Rug_NH_Icon.png,128,128,9771,images/rugs/橘子地毯_Orange_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Oval entrance mat (New Horizons),Oval entrance mat,橢圓形玄關地毯,オーバルなげんかんマット,False,File:Oval_Entrance_Mat_NH_Icon.png,橢圓形玄關地毯_Oval_entrance_mat.png,https://dodo.ac/np/images/0/0c/Oval_Entrance_Mat_NH_Icon.png,128,128,9838,images/rugs/橢圓形玄關地毯_Oval_entrance_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Peach checked rug (New Horizons),Peach checked rug,桃紅色格紋拼布地毯,ももいろチェックキルトのラグ,False,File:Peach_Checked_Rug_NH_Icon.png,桃紅色格紋拼布地毯_Peach_checked_rug.png,https://dodo.ac/np/images/c/c4/Peach_Checked_Rug_NH_Icon.png,128,128,12035,images/rugs/桃紅色格紋拼布地毯_Peach_checked_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Peach rug (New Horizons),Peach rug,桃子地毯,モモのラグ,False,File:Peach_Rug_NH_Icon.png,桃子地毯_Peach_rug.png,https://dodo.ac/np/images/8/80/Peach_Rug_NH_Icon.png,128,128,8956,images/rugs/桃子地毯_Peach_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Peach stripes rug (New Horizons),Peach stripes rug,桃紅色粗橫紋地毯,ももいろボーダーのラグ,False,File:Peach_Stripes_Rug_NH_Icon.png,桃紅色粗橫紋地毯_Peach_stripes_rug.png,https://dodo.ac/np/images/0/08/Peach_Stripes_Rug_NH_Icon.png,128,128,9185,images/rugs/桃紅色粗橫紋地毯_Peach_stripes_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Pear rug (New Horizons),Pear rug,梨子地毯,ナシのラグ,False,File:Pear_Rug_NH_Icon.png,梨子地毯_Pear_rug.png,https://dodo.ac/np/images/9/95/Pear_Rug_NH_Icon.png,128,128,9643,images/rugs/梨子地毯_Pear_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Pink Hawaiian quilt rug (New Horizons),Pink Hawaiian quilt rug,粉紅色夏威夷拼布地毯,ピンクのハワイアンキルトのラグ,False,File:Pink_Hawaiian_Quilt_Rug_NH_Icon.png,粉紅色夏威夷拼布地毯_Pink_Hawaiian_quilt_rug.png,https://dodo.ac/np/images/0/0a/Pink_Hawaiian_Quilt_Rug_NH_Icon.png,128,128,11605,images/rugs/粉紅色夏威夷拼布地毯_Pink_Hawaiian_quilt_rug.webp,4.0 × 4.0,L,大型 (L)
Item:Pink heart rug (New Horizons),Pink heart rug,粉紅色愛心地毯,ピンクハートのラグ,False,File:Pink_Heart_Rug_NH_Icon.png,粉紅色愛心地毯_Pink_heart_rug.png,https://dodo.ac/np/images/5/59/Pink_Heart_Rug_NH_Icon.png,128,128,7474,images/rugs/粉紅色愛心地毯_Pink_heart_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Pink rose rug (New Horizons),Pink rose rug,粉紅色玫瑰地毯,ピンクローズのラグ,False,File:Pink_Rose_Rug_NH_Icon.png,粉紅色玫瑰地毯_Pink_rose_rug.png,https://dodo.ac/np/images/c/c7/Pink_Rose_Rug_NH_Icon.png,128,128,9261,images/rugs/粉紅色玫瑰地毯_Pink_rose_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Pirate rug (New Horizons),Pirate rug,海盜地毯,かいぞくのラグ,False,File:Pirate_Rug_NH_Icon.png,海盜地毯_Pirate_rug.png,https://dodo.ac/np/images/a/a4/Pirate_Rug_NH_Icon.png,128,128,11278,images/rugs/海盜地毯_Pirate_rug.webp,3.0 × 2.0,M,中型 (M)
Item:Pompompurin rug (New Horizons),Pompompurin rug,Pompompurin地毯,ポムポムプリンなラグ,False,File:Pompompurin_Rug_NH_Icon.png,Pompompurin地毯_Pompompurin_rug.png,https://dodo.ac/np/images/2/25/Pompompurin_Rug_NH_Icon.png,128,128,8434,images/rugs/Pompompurin地毯_Pompompurin_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Purple heart rug (New Horizons),Purple heart rug,紫色愛心地毯,パープルハートのラグ,False,File:Purple_Heart_Rug_NH_Icon.png,紫色愛心地毯_Purple_heart_rug.png,https://dodo.ac/np/images/8/8d/Purple_Heart_Rug_NH_Icon.png,128,128,6789,images/rugs/紫色愛心地毯_Purple_heart_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Purple Persian rug (New Horizons),Purple Persian rug,紫色波斯地毯,むらさきのペルシャじゅうたん,False,File:Purple_Persian_Rug_NH_Icon.png,紫色波斯地毯_Purple_Persian_rug.png,https://dodo.ac/np/images/3/35/Purple_Persian_Rug_NH_Icon.png,128,128,14397,images/rugs/紫色波斯地毯_Purple_Persian_rug.webp,5.0 × 5.0,L,大型 (L)
Item:Purple shaggy rug (New Horizons),Purple shaggy rug,紫色長毛地毯,むらさきのシャギーなラグ,False,File:Purple_Shaggy_Rug_NH_Icon.png,紫色長毛地毯_Purple_shaggy_rug.png,https://dodo.ac/np/images/c/cf/Purple_Shaggy_Rug_NH_Icon.png,128,128,12125,images/rugs/紫色長毛地毯_Purple_shaggy_rug.webp,5.0 × 5.0,L,大型 (L)
Item:Record rug (New Horizons),Record rug,唱片地毯,レコードのラグ,False,File:Record_Rug_NH_Icon.png,唱片地毯_Record_rug.png,https://dodo.ac/np/images/c/c2/Record_Rug_NH_Icon.png,128,128,8422,images/rugs/唱片地毯_Record_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Red argyle rug (New Horizons),Red argyle rug,紅色菱格紋地毯,あかいアーガイルのラグ,False,File:Red_Argyle_Rug_NH_Icon.png,紅色菱格紋地毯_Red_argyle_rug.png,https://dodo.ac/np/images/b/bb/Red_Argyle_Rug_NH_Icon.png,128,128,10744,images/rugs/紅色菱格紋地毯_Red_argyle_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Red blocks rug (New Horizons),Red blocks rug,紅色磚塊地毯,あかブロックのラグ,False,File:Red_Blocks_Rug_NH_Icon.png,紅色磚塊地毯_Red_blocks_rug.png,https://dodo.ac/np/images/d/d6/Red_Blocks_Rug_NH_Icon.png,128,128,12726,images/rugs/紅色磚塊地毯_Red_blocks_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Red brick rug (New Horizons),Red brick rug,紅色磚塊地毯,あかレンガなラグ,False,File:Red_Brick_Rug_NH_Icon.png,紅色磚塊地毯_Red_brick_rug.png,https://dodo.ac/np/images/4/43/Red_Brick_Rug_NH_Icon.png,128,128,12321,images/rugs/紅色磚塊地毯_Red_brick_rug.webp,2.0 × 2.0,S,小型 (S)
Item:Red carpet (New Horizons),Red carpet,紅地毯,レッドカーペット,False,File:Red_Carpet_NH_Icon.png,紅地毯_Red_carpet.png,https://dodo.ac/np/images/7/73/Red_Carpet_NH_Icon.png,128,128,8432,images/rugs/紅地毯_Red_carpet.webp,3.0 × 2.0,M,中型 (M)
Item:Red dotted rug (New Horizons),Red dotted rug,紅色點點地墊,レッドドットのラグ,False,File:Red_Dotted_Rug_NH_Icon.png,紅色點點地墊_Red_dotted_rug.png,https://dodo.ac/np/images/d/d8/Red_Dotted_Rug_NH_Icon.png,128,128,10235,images/rugs/紅色點點地墊_Red_dotted_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Red exercise mat (New Horizons),Red exercise mat,紅色體操墊,あかいたいそうマット,False,File:Red_Exercise_Mat_NH_Icon.png,紅色體操墊_Red_exercise_mat.png,https://dodo.ac/np/images/6/6f/Red_Exercise_Mat_NH_Icon.png,128,128,8479,images/rugs/紅色體操墊_Red_exercise_mat.webp,3.0 × 2.0,M,中型 (M)
Item:Red exquisite rug (New Horizons),Red exquisite rug,紅色中式地墊,あかいチャイナなマット,False,File:Red_Exquisite_Rug_NH_Icon.png,紅色中式地墊_Red_exquisite_rug.png,https://dodo.ac/np/images/b/b7/Red_Exquisite_Rug_NH_Icon.png,128,128,8842,images/rugs/紅色中式地墊_Red_exquisite_rug.webp,2.0 × 1.0,S,小型 (S)
Item:Red kilim-style carpet (New Horizons),Red kilim-style carpet,紅色基裡姆地毯,あかいキリムのカーペット,False,File:Red_Kilim-Style_Carpet_NH_Icon.png,紅色基裡姆地毯_Red_kilim-style_carpet.png,https://dodo.ac/np/images/3/32/Red_Kilim-Style_Carpet_NH_Icon.png,128,128,13748,images/rugs/紅色基裡姆地毯_Red_kilim-style_carpet.webp,5.0 × 5.0,L,大型 (L)
Item:Red medium round mat (New Horizons),Red medium round mat,中型紅色圓地墊,あかいラウンドマット・M,False,File:Red_Medium_Round_Mat_NH_Icon.png,中型紅色圓地墊_Red_medium_round_mat.png,https://dodo.ac/np/images/4/48/Red_Medium_Round_Mat_NH_Icon.png,128,128,7784,images/rugs/中型紅色圓地墊_Red_medium_round_mat.webp,3.0 × 3.0,M,中型 (M)
Item:Red message mat (New Horizons),Red message mat,紅色訊息地墊,あかいメッセージマット,False,File:Red_Message_Mat_NH_Icon.png,紅色訊息地墊_Red_message_mat.png,https://dodo.ac/np/images/0/04/Red_Message_Mat_NH_Icon.png,128,128,7783,images/rugs/紅色訊息地墊_Red_message_mat.webp,2.0 × 1.0,S,小型 (S)
Item:Red Persian rug (New Horizons),Red Persian rug,紅色波斯地毯,あかいペルシャじゅうたん,False,File:Red_Persian_Rug_NH_Icon.png,紅色波斯地毯_Red_Persian_rug.png,https://dodo.ac/np/images/3/3b/Red_Persian_Rug_NH_Icon.png,128,128,14271,images/rugs/紅色波斯地毯_Red_Persian_rug.webp,5.0 × 5.0,L,大型 (L)
Item:Red rose rug (New Horizons),Red rose rug,紅色玫瑰地毯,レッドローズのラグ,False,File:Red_Rose_Rug_NH_Icon.png,紅色玫瑰地毯_Red_rose_rug.png,https://dodo.ac/np/images/7/7e/Red_Rose_Rug_NH_Icon.png,128,128,8855,images/rugs/紅色玫瑰地毯_Red_rose_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Red small round mat (New Horizons),Red small round mat,小型紅色圓地墊,あかいラウンドマット・S,False,File:Red_Small_Round_Mat_NH_Icon.png,小型紅色圓地墊_Red_small_round_mat.png,https://dodo.ac/np/images/0/06/Red_Small_Round_Mat_NH_Icon.png,128,128,7815,images/rugs/小型紅色圓地墊_Red_small_round_mat.webp,2.0 × 2.0,S,小型 (S)
Item:Red vinyl sheet (New Horizons),Red vinyl sheet,紅色塑膠墊,あかいビニールシート,False,File:Red_Vinyl_Sheet_NH_Icon.png,紅色塑膠墊_Red_vinyl_sheet.png,https://dodo.ac/np/images/7/7d/Red_Vinyl_Sheet_NH_Icon.png,128,128,8869,images/rugs/紅色塑膠墊_Red_vinyl_sheet.webp,3.0 × 2.0,M,中型 (M)
Item:Red watermelon rug (New Horizons),Red watermelon rug,紅色西瓜地毯,あかいスイカのラグ,False,File:Red_Watermelon_Rug_NH_Icon.png,紅色西瓜地毯_Red_watermelon_rug.png,https://dodo.ac/np/images/a/a5/Red_Watermelon_Rug_NH_Icon.png,128,128,8823,images/rugs/紅色西瓜地毯_Red_watermelon_rug.webp,3.0 × 3.0,M,中型 (M)
Item:Red wavy rug (New Horizons),Red wavy rug,紅色波浪地毯,あかいウェーブのラグ,False,File:Red_Wavy_Rug_NH_Icon.png,紅色波浪地毯_Red_wavy_rug.png,https://dodo.ac/np/images/f/fe/Red_Wavy_Rug_NH_Icon.png,128,128,9801,images/rugs/紅色波浪地毯_Red_wavy_rug.webp,4.0 × 3.0,L,大型 (L)
Item:Red wedding rug (New Horizons),Red wedding rug,紅色婚禮地毯,ウェディングなラグ・レッド,False,File:Red_Wedding_Rug_NH_Icon.png,紅色婚禮地毯_Red_wedding_rug.png,https://dodo.ac/np/images/a/ae/Red_Wedding_Rug_NH_Icon.png,128,128,9680,images/rugs/紅色婚禮地毯_Red_wedding_rug.webp,3.0 × 2.0,M,中型 (M)
Item:Red-and-blue checked rug (New Horizons),Red-and-blue checked rug,紅藍格紋拼布地毯,あかあおチェックキルトのラグ,False,File:Red-and-Blue_Checked_Rug_NH_Icon.png,紅藍格紋拼布地毯_Red-and-blue_checked_rug.png,https://dodo.ac/np/images/b/b9/Red-and-Blue_Checked_Rug_NH_Icon.png,128,128,13495,images/rugs/紅藍格紋拼布地毯_Red-and-blue_checked_rug.webp,4.0 × 4.0,L,大型 (L)
