title,name_en,name_zh,name_zht,name_zhs,name_ja,has_in_game_screenshot,target_media_file,local_filename,local_rel_path,image_url,width,height,filesize
Item:Candles wall (New Horizons),Candles wall,蠟燭牆,蜡烛墙,蠟燭牆,ろうそくのかべ,False,File:Candles_Wall_NH_Icon.png,蠟燭牆_Candles_wall.png,images/wallpapers/蠟燭牆_Candles_wall.webp,https://dodo.ac/np/images/1/17/Candles_Wall_NH_Icon.png,128,128,16605
Item:Chain-link fence (New Horizons),Chain-link fence,空地圍欄牆,空地圍欄牆,空地围栏墙,あきちのかべ,True,File:Chain-Link Fence NH Screenshot.jpg,空地圍欄牆_Chain-link_fence.jpg,images/wallpapers/空地圍欄牆_Chain-link_fence.webp,https://dodo.ac/np/images/e/ef/Chain-Link_Fence_NH_Screenshot.jpg,1280,720,232791
Item:Cherry wall (New Horizons),Cherry wall,櫻桃壁紙,櫻桃壁紙,樱桃壁纸,さくらんぼのかべがみ,True,File:Cherry Wall NH Screenshot.jpg,櫻桃壁紙_Cherry_wall.jpg,images/wallpapers/櫻桃壁紙_Cherry_wall.webp,https://dodo.ac/np/images/1/1a/Cherry_Wall_NH_Screenshot.jpg,1280,720,218489
Item:Cherry-blossom-trees wall (New Horizons),Cherry-blossom-trees wall,櫻花樹牆,櫻花樹牆,樱花树墙,さくらなみきのかべ,True,File:Cherry-Blossom-Trees Wall NH Screenshot.jpg,櫻花樹牆_Cherry-blossom-trees_wall.jpg,images/wallpapers/櫻花樹牆_Cherry-blossom-trees_wall.webp,https://dodo.ac/np/images/6/63/Cherry-Blossom-Trees_Wall_NH_Screenshot.jpg,1280,720,325206
Item:Chic LEGO® wall (New Horizons),Chic LEGO® wall,LEGO®牆・典雅,LEGO®牆・典雅,LEGO®墙·典雅,LEGO®のかべ・シック,False,File:Chic_LEGO®_Wall_NH_Icon.png,LEGO牆・典雅_Chic_LEGO_wall.png,images/wallpapers/LEGO牆・典雅_Chic_LEGO_wall.webp,https://dodo.ac/np/images/6/65/Chic_LEGO%C2%AE_Wall_NH_Icon.png,128,128,9654
Item:Chic tearoom wall (New Horizons),Chic tearoom wall,典雅茶室牆,典雅茶室牆,典雅茶室墙,シックなちゃしつのかべ,True,File:Chic Tearoom Wall NH Screenshot.jpg,典雅茶室牆_Chic_tearoom_wall.jpg,images/wallpapers/典雅茶室牆_Chic_tearoom_wall.webp,https://dodo.ac/np/images/d/d2/Chic_Tearoom_Wall_NH_Screenshot.jpg,1280,720,177637
Item:Chic wall (New Horizons),Chic wall,古典壁紙,古典壁紙,古典壁纸,クラシックなかべがみ,True,File:Chic Wall NH Screenshot.jpg,古典壁紙_Chic_wall.jpg,images/wallpapers/古典壁紙_Chic_wall.webp,https://dodo.ac/np/images/d/d0/Chic_Wall_NH_Screenshot.jpg,1280,720,270880
Item:Chocolate hallway wall (New Horizons),Chocolate hallway wall,深棕色大廳牆,深棕色大廳牆,深棕色大厅墙,こげちゃのホールのかべ,True,File:Chocolate Hallway Wall NH Screenshot.jpg,深棕色大廳牆_Chocolate_hallway_wall.jpg,images/wallpapers/深棕色大廳牆_Chocolate_hallway_wall.webp,https://dodo.ac/np/images/e/e4/Chocolate_Hallway_Wall_NH_Screenshot.jpg,1280,720,170799
Item:Chocolate herringbone wall (New Horizons),Chocolate herringbone wall,深棕色人字斜紋牆,深棕色人字斜紋牆,深棕色人字斜纹墙,こげちゃのヘリンボーンのかべ,True,File:Chocolate Herringbone Wall NH Screenshot.jpg,深棕色人字斜紋牆_Chocolate_herringbone_wall.jpg,images/wallpapers/深棕色人字斜紋牆_Chocolate_herringbone_wall.webp,https://dodo.ac/np/images/8/83/Chocolate_Herringbone_Wall_NH_Screenshot.jpg,1280,720,160708
Item:Cinnamoroll wall (New Horizons),Cinnamoroll wall,Cinnamoroll牆,Cinnamoroll牆,Cinnamoroll墙,シナモロールなかべ,True,File:Cinnamoroll Wall NH Screenshot.jpg,Cinnamoroll牆_Cinnamoroll_wall.jpg,images/wallpapers/Cinnamoroll牆_Cinnamoroll_wall.webp,https://dodo.ac/np/images/c/c7/Cinnamoroll_Wall_NH_Screenshot.jpg,1280,720,152132
Item:Circuit-board wall (New Horizons),Circuit-board wall,主機板牆,主機板牆,主机板墙,きばんのかべ,True,File:Circuit-Board Wall NH Screenshot.jpg,主機板牆_Circuit-board_wall.jpg,images/wallpapers/主機板牆_Circuit-board_wall.webp,https://dodo.ac/np/images/3/39/Circuit-Board_Wall_NH_Screenshot.jpg,1280,720,267035
Item:Circus wall (New Horizons),Circus wall,馬戲團牆,马戏团墙,馬戲團牆,サーカスのかべ,False,File:Circus_Wall_NH_Icon.png,馬戲團牆_Circus_wall.png,images/wallpapers/馬戲團牆_Circus_wall.webp,https://dodo.ac/np/images/9/97/Circus_Wall_NH_Icon.png,128,128,15143
Item:Cityscape wall (New Horizons),Cityscape wall,夜景牆,夜景牆,夜景墙,やけいのかべ,True,File:Cityscape Wall NH Screenshot.jpg,夜景牆_Cityscape_wall.jpg,images/wallpapers/夜景牆_Cityscape_wall.webp,https://dodo.ac/np/images/d/d0/Cityscape_Wall_NH_Screenshot.jpg,1280,720,161585
Item:Classic-library wall (New Horizons),Classic-library wall,圖書館牆,圖書館牆,图书馆墙,ライブラリーなかべ,True,File:Classic-Library Wall NH Screenshot.jpg,圖書館牆_Classic-library_wall.jpg,images/wallpapers/圖書館牆_Classic-library_wall.webp,https://dodo.ac/np/images/9/93/Classic-Library_Wall_NH_Screenshot.jpg,1280,720,201884
Item:Club wall (New Horizons),Club wall,俱樂部牆,俱乐部墙,俱樂部牆,クラブのかべ,False,File:Club_Wall_NH_Icon.png,俱樂部牆_Club_wall.png,images/wallpapers/俱樂部牆_Club_wall.webp,https://dodo.ac/np/images/3/3c/Club_Wall_NH_Icon.png,128,128,16905
Item:Coffee-shop wall (New Horizons),Coffee-shop wall,咖啡廳牆,咖啡厅墙,咖啡廳牆,コーヒーショップのかべ,False,File:Coffee-Shop_Wall_NH_Icon.png,咖啡廳牆_Coffee-shop_wall.png,images/wallpapers/咖啡廳牆_Coffee-shop_wall.webp,https://dodo.ac/np/images/5/55/Coffee-Shop_Wall_NH_Icon.png,128,128,20012
Item:Colorful LEGO® wall (New Horizons),Colorful LEGO® wall,LEGO®牆・彩色,LEGO®牆・彩色,LEGO®墙·彩色,LEGO®のかべ・カラフル,False,File:Colorful_LEGO®_Wall_NH_Icon.png,LEGO牆・彩色_Colorful_LEGO_wall.png,images/wallpapers/LEGO牆・彩色_Colorful_LEGO_wall.webp,https://dodo.ac/np/images/f/f4/Colorful_LEGO%C2%AE_Wall_NH_Icon.png,128,128,11934
Item:Colorful puzzle wall (New Horizons),Colorful puzzle wall,彩色巧拼壁紙,彩色巧拼壁紙,彩色拼图壁纸,カラフルパズルかべがみ,True,File:Colorful Puzzle Wall NH Screenshot.jpg,彩色巧拼壁紙_Colorful_puzzle_wall.jpg,images/wallpapers/彩色巧拼壁紙_Colorful_puzzle_wall.webp,https://dodo.ac/np/images/4/47/Colorful_Puzzle_Wall_NH_Screenshot.jpg,1280,720,163187
Item:Colorful-tile wall (New Horizons),Colorful-tile wall,彩色磚牆,彩色磚牆,彩色砖墙,カラフルタイルのかべ,True,File:Colorful-Tile Wall NH Screenshot.jpg,彩色磚牆_Colorful-tile_wall.jpg,images/wallpapers/彩色磚牆_Colorful-tile_wall.webp,https://dodo.ac/np/images/2/21/Colorful-Tile_Wall_NH_Screenshot.jpg,1280,720,221968
Item:Common wall (New Horizons),Common wall,常見牆,常見牆,常见墙,よくあるかべ,True,File:Common Wall NH Screenshot.jpg,常見牆_Common_wall.jpg,images/wallpapers/常見牆_Common_wall.webp,https://dodo.ac/np/images/d/d7/Common_Wall_NH_Screenshot.jpg,1280,720,161377
Item:Concession-stand wall (New Horizons),Concession-stand wall,店鋪牆,店铺墙,店鋪牆,ばいてんのかべ,False,File:Concession-Stand_Wall_NH_Icon.png,店鋪牆_Concession-stand_wall.png,images/wallpapers/店鋪牆_Concession-stand_wall.webp,https://dodo.ac/np/images/e/ea/Concession-Stand_Wall_NH_Icon.png,128,128,20313
Item:Concrete wall (New Horizons),Concrete wall,混凝土牆,混凝土牆,混凝土墙,コンクリートのかべ,True,File:Concrete Wall NH Screenshot.jpg,混凝土牆_Concrete_wall.jpg,images/wallpapers/混凝土牆_Concrete_wall.webp,https://dodo.ac/np/images/d/d2/Concrete_Wall_NH_Screenshot.jpg,1280,720,131187
Item:Construction-site wall (New Horizons),Construction-site wall,施工現場牆,施工現場牆,施工现场墙,こうじげんばのかべ,True,File:Construction-Site Wall NH Screenshot.jpg,施工現場牆_Construction-site_wall.jpg,images/wallpapers/施工現場牆_Construction-site_wall.webp,https://dodo.ac/np/images/9/9d/Construction-Site_Wall_NH_Screenshot.jpg,1280,720,156630
Item:Crepe-design wall (New Horizons),Crepe-design wall,縐紗紋壁紙,縐紗紋壁紙,绉纱纹壁纸,ちりめんもようのかべがみ,True,File:Crepe-Design Wall NH Screenshot.jpg,縐紗紋壁紙_Crepe-design_wall.jpg,images/wallpapers/縐紗紋壁紙_Crepe-design_wall.webp,https://dodo.ac/np/images/b/be/Crepe-Design_Wall_NH_Screenshot.jpg,1280,720,345832
Item:Cute blue wall (New Horizons),Cute blue wall,藍色可愛牆,藍色可愛牆,蓝色可爱墙,ブルーなキュートのかべ,True,File:Cute Blue Wall NH Screenshot.jpg,藍色可愛牆_Cute_blue_wall.jpg,images/wallpapers/藍色可愛牆_Cute_blue_wall.webp,https://dodo.ac/np/images/2/24/Cute_Blue_Wall_NH_Screenshot.jpg,1280,720,147153
Item:Cute LEGO® wall (New Horizons),Cute LEGO® wall,LEGO®牆・可愛,LEGO®牆・可愛,LEGO®墙·可爱,LEGO®のかべ・キュート,False,File:Cute_LEGO®_Wall_NH_Icon.png,LEGO牆・可愛_Cute_LEGO_wall.png,images/wallpapers/LEGO牆・可愛_Cute_LEGO_wall.webp,https://dodo.ac/np/images/3/30/Cute_LEGO%C2%AE_Wall_NH_Icon.png,128,128,11206
Item:Cute red wall (New Horizons),Cute red wall,紅色可愛牆,紅色可愛牆,红色可爱墙,あかいキュートなかべ,True,File:Cute Red Wall NH Screenshot.jpg,紅色可愛牆_Cute_red_wall.jpg,images/wallpapers/紅色可愛牆_Cute_red_wall.webp,https://dodo.ac/np/images/9/97/Cute_Red_Wall_NH_Screenshot.jpg,1280,720,150029
Item:Cute white wall (New Horizons),Cute white wall,白色可愛牆,白色可愛牆,白色可爱墙,しろいキュートなかべ,True,File:Cute White Wall NH Screenshot.jpg,白色可愛牆_Cute_white_wall.jpg,images/wallpapers/白色可愛牆_Cute_white_wall.webp,https://dodo.ac/np/images/e/e9/Cute_White_Wall_NH_Screenshot.jpg,1280,720,149272
Item:Cute yellow wall (New Horizons),Cute yellow wall,黃色可愛牆,黃色可愛牆,黄色可爱墙,きいろいキュートなかべ,True,File:Cute Yellow Wall NH Screenshot.jpg,黃色可愛牆_Cute_yellow_wall.jpg,images/wallpapers/黃色可愛牆_Cute_yellow_wall.webp,https://dodo.ac/np/images/3/32/Cute_Yellow_Wall_NH_Screenshot.jpg,1280,720,155877
Item:Dark wooden-mosaic wall (New Horizons),Dark wooden-mosaic wall,深色嵌木牆,深色嵌木牆,深色嵌木墙,ダークなよせぎのかべ,True,File:Dark Wooden-Mosaic Wall NH Screenshot.jpg,深色嵌木牆_Dark_wooden-mosaic_wall.jpg,images/wallpapers/深色嵌木牆_Dark_wooden-mosaic_wall.webp,https://dodo.ac/np/images/6/62/Dark_Wooden-Mosaic_Wall_NH_Screenshot.jpg,1280,720,139055
Item:Dark-chocolate wall (New Horizons),Dark-chocolate wall,黑巧克力牆,黑巧克力牆,黑巧克力墙,ビターチョコなかべ,True,File:Dark-Chocolate Wall NH Screenshot.jpg,黑巧克力牆_Dark-chocolate_wall.jpg,images/wallpapers/黑巧克力牆_Dark-chocolate_wall.webp,https://dodo.ac/np/images/7/73/Dark-Chocolate_Wall_NH_Screenshot.jpg,1280,720,172357
Item:Desert vista (New Horizons),Desert vista,沙漠牆,沙漠牆,沙漠墙,さばくなかべ,True,File:Desert Vista NH Screenshot.jpg,沙漠牆_Desert_vista.jpg,images/wallpapers/沙漠牆_Desert_vista.webp,https://dodo.ac/np/images/9/93/Desert_Vista_NH_Screenshot.jpg,1280,720,116257
Item:Dig-site wall (New Horizons),Dig-site wall,地層壁紙,地層壁紙,地层壁纸,ちそうのかべがみ,True,File:Dig-Site Wall NH Screenshot.jpg,地層壁紙_Dig-site_wall.jpg,images/wallpapers/地層壁紙_Dig-site_wall.webp,https://dodo.ac/np/images/a/a7/Dig-Site_Wall_NH_Screenshot.jpg,1280,720,199520
Item:Dirt-clod wall (New Horizons),Dirt-clod wall,破爛泥土牆,破爛泥土牆,破烂泥土墙,ボロいつちかべ,True,File:Dirt-Clod Wall NH Screenshot.jpg,破爛泥土牆_Dirt-clod_wall.jpg,images/wallpapers/破爛泥土牆_Dirt-clod_wall.webp,https://dodo.ac/np/images/0/0e/Dirt-Clod_Wall_NH_Screenshot.jpg,1280,720,168905
Item:Dojo wall (New Horizons),Dojo wall,練功房牆,練功房牆,练功房墙,けいこべやのかべ,True,File:Dojo Wall NH Screenshot.jpg,練功房牆_Dojo_wall.jpg,images/wallpapers/練功房牆_Dojo_wall.webp,https://dodo.ac/np/images/4/42/Dojo_Wall_NH_Screenshot.jpg,1280,720,165404
Item:Dungeon wall (New Horizons),Dungeon wall,地牢牆,地牢牆,地牢墙,ちかろうのかべ,True,File:Dungeon Wall NH Screenshot.jpg,地牢牆_Dungeon_wall.jpg,images/wallpapers/地牢牆_Dungeon_wall.webp,https://dodo.ac/np/images/a/a9/Dungeon_Wall_NH_Screenshot.jpg,1280,720,169600
Item:Eeltail Alley wall (New Horizons),Eeltail Alley wall,鰻鯰區牆,鰻鯰區牆,鳗鲶区墙,ゴンズイちくのかべ,False,File:Eeltail_Alley_Wall_NH_Icon.png,鰻鯰區牆_Eeltail_Alley_wall.png,images/wallpapers/鰻鯰區牆_Eeltail_Alley_wall.webp,https://dodo.ac/np/images/3/34/Eeltail_Alley_Wall_NH_Icon.png,128,128,17522
Item:Exquisite wall (New Horizons),Exquisite wall,中華風牆,中華風牆,中华风墙,チャイナなかべ,True,File:Exquisite Wall NH Screenshot.jpg,中華風牆_Exquisite_wall.jpg,images/wallpapers/中華風牆_Exquisite_wall.webp,https://dodo.ac/np/images/0/0c/Exquisite_Wall_NH_Screenshot.jpg,1280,720,190793
Item:Falling-snow wall (New Horizons),Falling-snow wall,下雪牆,下雪牆,下雪墙,ゆきのふるかべ,True,File:Falling-Snow Wall NH Screenshot.jpg,下雪牆_Falling-snow_wall.jpg,images/wallpapers/下雪牆_Falling-snow_wall.webp,https://dodo.ac/np/images/e/e1/Falling-Snow_Wall_NH_Screenshot.jpg,1280,720,218981
Item:Fireworks-show wall (New Horizons),Fireworks-show wall,煙火大會牆,煙火大會牆,烟花大会墙,はなびたいかいのかべ,True,File:Fireworks-Show Wall NH Screenshot.jpg,煙火大會牆_Fireworks-show_wall.jpg,images/wallpapers/煙火大會牆_Fireworks-show_wall.webp,https://dodo.ac/np/images/0/0f/Fireworks-Show_Wall_NH_Screenshot.jpg,1280,720,231279
Item:Forest wall (New Horizons),Forest wall,蘑菇森林牆,蘑菇森林牆,蘑菇森林墙,キノコのもりのかべ,True,File:Forest Wall NH Screenshot.jpg,蘑菇森林牆_Forest_wall.jpg,images/wallpapers/蘑菇森林牆_Forest_wall.webp,https://dodo.ac/np/images/8/8b/Forest_Wall_NH_Screenshot.jpg,1280,720,223717
Item:Frozen-foods freezer wall (New Horizons),Frozen-foods freezer wall,冷凍展示櫃牆,冷冻展示柜墙,冷凍展示櫃牆,れいとうショーケースのかべ,False,File:Frozen-Foods_Freezer_Wall_NH_Icon.png,冷凍展示櫃牆_Frozen-foods_freezer_wall.png,images/wallpapers/冷凍展示櫃牆_Frozen-foods_freezer_wall.webp,https://dodo.ac/np/images/1/19/Frozen-Foods_Freezer_Wall_NH_Icon.png,128,128,22767
Item:Future-tech wall (New Horizons),Future-tech wall,超科技牆,超科技牆,超科技墙,オーバーテクノロジーなかべ,True,File:Future-Tech Wall NH Screenshot.jpg,超科技牆_Future-tech_wall.jpg,images/wallpapers/超科技牆_Future-tech_wall.webp,https://dodo.ac/np/images/1/12/Future-Tech_Wall_NH_Screenshot.jpg,1280,720,167832
Item:Garbage-heap wall (New Horizons),Garbage-heap wall,垃圾堆牆,垃圾堆牆,垃圾堆墙,ゴミのやまなかべ,True,File:Garbage-Heap Wall NH Screenshot.jpg,垃圾堆牆_Garbage-heap_wall.jpg,images/wallpapers/垃圾堆牆_Garbage-heap_wall.webp,https://dodo.ac/np/images/f/f2/Garbage-Heap_Wall_NH_Screenshot.jpg,1280,720,170971
Item:Glowing-moss cave wall (New Horizons),Glowing-moss cave wall,光蘚洞穴牆,光藓洞穴墙,光蘚洞穴牆,ヒカリゴケのどうくつのかべ,False,File:Glowing-Moss_Cave_Wall_NH_Icon.png,光蘚洞穴牆_Glowing-moss_cave_wall.png,images/wallpapers/光蘚洞穴牆_Glowing-moss_cave_wall.webp,https://dodo.ac/np/images/0/0e/Glowing-Moss_Cave_Wall_NH_Icon.png,128,128,21748
Item:Glowing-moss forest wall (New Horizons),Glowing-moss forest wall,光蘚森林牆,光藓森林墙,光蘚森林牆,ヒカリゴケのもりのかべ,False,File:Glowing-Moss_Forest_Wall_NH_Icon.png,光蘚森林牆_Glowing-moss_forest_wall.png,images/wallpapers/光蘚森林牆_Glowing-moss_forest_wall.webp,https://dodo.ac/np/images/9/91/Glowing-Moss_Forest_Wall_NH_Icon.png,128,128,21793
Item:Glowing-moss ruins wall (New Horizons),Glowing-moss ruins wall,光蘚遺跡牆,光藓遗迹墙,光蘚遺跡牆,ヒカリゴケのいせきのかべ,False,File:Glowing-Moss_Ruins_Wall_NH_Icon.png,光蘚遺跡牆_Glowing-moss_ruins_wall.png,images/wallpapers/光蘚遺跡牆_Glowing-moss_ruins_wall.webp,https://dodo.ac/np/images/4/40/Glowing-Moss_Ruins_Wall_NH_Icon.png,128,128,19624
Item:Gold-screen wall (New Horizons),Gold-screen wall,金箔日式拉門,金箔日式拉門,金箔日式拉门,きんぱくのふすま,True,File:Gold-Screen Wall NH Screenshot.jpg,金箔日式拉門_Gold-screen_wall.jpg,images/wallpapers/金箔日式拉門_Gold-screen_wall.webp,https://dodo.ac/np/images/6/61/Gold-Screen_Wall_NH_Screenshot.jpg,1280,720,208505
Item:Golden wall (New Horizons),Golden wall,黃金牆,黃金牆,黄金墙,おうごんのかべ,True,File:Golden Wall NH Screenshot.jpg,黃金牆_Golden_wall.jpg,images/wallpapers/黃金牆_Golden_wall.webp,https://dodo.ac/np/images/a/a8/Golden_Wall_NH_Screenshot.jpg,1280,720,239072
Item:Graveyard wall (New Horizons),Graveyard wall,墓地牆,墓地墙,墓地牆,はかばのかべ,False,File:Graveyard_Wall_NH_Icon.png,墓地牆_Graveyard_wall.png,images/wallpapers/墓地牆_Graveyard_wall.webp,https://dodo.ac/np/images/d/d2/Graveyard_Wall_NH_Icon.png,128,128,17904
Item:Gray diner wall (New Horizons),Gray diner wall,白色餐館牆,白色餐館牆,白色餐馆墙,しろいダイナーのかべ,True,File:Gray Diner Wall NH Screenshot.jpg,白色餐館牆_Gray_diner_wall.jpg,images/wallpapers/白色餐館牆_Gray_diner_wall.webp,https://dodo.ac/np/images/4/4a/Gray_Diner_Wall_NH_Screenshot.jpg,1280,720,253919
Item:Gray locker-room wall (New Horizons),Gray locker-room wall,灰色置物櫃房間牆,灰色置物柜房间墙,灰色置物櫃房間牆,グレーのロッカールームのかべ,False,File:Gray_Locker-Room_Wall_NH_Icon.png,灰色置物櫃房間牆_Gray_locker-room_wall.png,images/wallpapers/灰色置物櫃房間牆_Gray_locker-room_wall.webp,https://dodo.ac/np/images/d/da/Gray_Locker-Room_Wall_NH_Icon.png,128,128,15004
Item:Gray molded-panel wall (New Horizons),Gray molded-panel wall,灰色線板牆,灰色線板牆,灰色线板墙,グレーのパネルモールドかべ,True,File:Gray Molded-Panel Wall NH Screenshot.jpg,灰色線板牆_Gray_molded-panel_wall.jpg,images/wallpapers/灰色線板牆_Gray_molded-panel_wall.webp,https://dodo.ac/np/images/5/51/Gray_Molded-Panel_Wall_NH_Screenshot.jpg,1280,720,149922
Item:Gray shanty wall (New Horizons),Gray shanty wall,灰色鐵皮牆,灰色鐵皮牆,灰色铁皮墙,グレーのトタンかべ,True,File:Gray Shanty Wall NH Screenshot.jpg,灰色鐵皮牆_Gray_shanty_wall.jpg,images/wallpapers/灰色鐵皮牆_Gray_shanty_wall.webp,https://dodo.ac/np/images/d/d6/Gray_Shanty_Wall_NH_Screenshot.jpg,1280,720,167485
Item:Gray-shelving wall (New Horizons),Gray-shelving wall,灰色架子牆,灰色架子墙,灰色架子牆,グレーのシェルフのかべ,False,File:Gray-Shelving_Wall_NH_Icon.png,灰色架子牆_Gray-shelving_wall.png,images/wallpapers/灰色架子牆_Gray-shelving_wall.webp,https://dodo.ac/np/images/d/d5/Gray-Shelving_Wall_NH_Icon.png,128,128,18094
Item:Gray-striped wall (New Horizons),Gray-striped wall,灰階配色條紋壁紙,灰階配色條紋壁紙,单色配色条纹壁纸,モノクロストライプのかべがみ,True,File:Gray-Striped Wall NH Screenshot.jpg,灰階配色條紋壁紙_Gray-striped_wall.jpg,images/wallpapers/灰階配色條紋壁紙_Gray-striped_wall.webp,https://dodo.ac/np/images/9/9d/Gray-Striped_Wall_NH_Screenshot.jpg,1280,720,171304
Item:Green blossoming wall (New Horizons),Green blossoming wall,綠色花草圖案牆,綠色花草圖案牆,绿色花草图案墙,みどりのくさばなもようのかべ,True,File:Green Blossoming Wall NH Screenshot.jpg,綠色花草圖案牆_Green_blossoming_wall.jpg,images/wallpapers/綠色花草圖案牆_Green_blossoming_wall.webp,https://dodo.ac/np/images/f/fe/Green_Blossoming_Wall_NH_Screenshot.jpg,1280,720,176460
Item:Green delicate-blooms wall (New Horizons),Green delicate-blooms wall,綠色碎花壁紙,綠色碎花壁紙,绿色碎花壁纸,グリーンのこばながらのかべがみ,True,File:Green Delicate-Blooms Wall NH Screenshot.jpg,綠色碎花壁紙_Green_delicate-blooms_wall.jpg,images/wallpapers/綠色碎花壁紙_Green_delicate-blooms_wall.webp,https://dodo.ac/np/images/c/cd/Green_Delicate-Blooms_Wall_NH_Screenshot.jpg,1280,720,174439
Item:Green flower-print wall (New Horizons),Green flower-print wall,綠色花紋壁紙,綠色花紋壁紙,绿色花纹壁纸,グリーンのはながらかべがみ,True,File:Green Flower-Print Wall NH Screenshot.jpg,綠色花紋壁紙_Green_flower-print_wall.jpg,images/wallpapers/綠色花紋壁紙_Green_flower-print_wall.webp,https://dodo.ac/np/images/4/47/Green_Flower-Print_Wall_NH_Screenshot.jpg,1280,720,229350
Item:Green honeycomb-tile wall (New Horizons),Green honeycomb-tile wall,綠色六角磚牆,綠色六角磚牆,绿色六角砖墙,みどりのハニカムタイルのかべ,True,File:Green Honeycomb-Tile Wall NH Screenshot.jpg,綠色六角磚牆_Green_honeycomb-tile_wall.jpg,images/wallpapers/綠色六角磚牆_Green_honeycomb-tile_wall.webp,https://dodo.ac/np/images/0/04/Green_Honeycomb-Tile_Wall_NH_Screenshot.jpg,1280,720,191582
Item:Green intricate wall (New Horizons),Green intricate wall,綠色布牆,綠色布牆,绿色布墙,みどりのテキスタイルのかべ,True,File:Green Intricate Wall NH Screenshot.jpg,綠色布牆_Green_intricate_wall.jpg,images/wallpapers/綠色布牆_Green_intricate_wall.webp,https://dodo.ac/np/images/0/0e/Green_Intricate_Wall_NH_Screenshot.jpg,1280,720,205239
Item:Green molded-panel wall (New Horizons),Green molded-panel wall,綠色線板牆,綠色線板牆,绿色线板墙,みどりのパネルモールドかべ,True,File:Green Molded-Panel Wall NH Screenshot.jpg,綠色線板牆_Green_molded-panel_wall.jpg,images/wallpapers/綠色線板牆_Green_molded-panel_wall.webp,https://dodo.ac/np/images/f/f1/Green_Molded-Panel_Wall_NH_Screenshot.jpg,1280,720,160234
Item:Green painted-wood wall (New Horizons),Green painted-wood wall,綠色油漆木牆,綠色油漆木牆,绿色油漆木墙,みどりのペイントウッドのかべ,True,File:Green Painted-Wood Wall NH Screenshot.jpg,綠色油漆木牆_Green_painted-wood_wall.jpg,images/wallpapers/綠色油漆木牆_Green_painted-wood_wall.webp,https://dodo.ac/np/images/7/7c/Green_Painted-Wood_Wall_NH_Screenshot.jpg,1280,720,169827
Item:Green playroom wall (New Horizons),Green playroom wall,綠色兒童房壁紙,綠色兒童房壁紙,绿色儿童房壁纸,みどりのキッズルームのかべがみ,True,File:Green Playroom Wall NH Screenshot.jpg,綠色兒童房壁紙_Green_playroom_wall.jpg,images/wallpapers/綠色兒童房壁紙_Green_playroom_wall.webp,https://dodo.ac/np/images/c/c6/Green_Playroom_Wall_NH_Screenshot.jpg,1280,720,171054
Item:Green wedding wall (New Horizons),Green wedding wall,綠色婚禮牆,綠色婚禮牆,绿色婚礼墙,ウェディングなかべ・グリーン,True,File:Green Wedding Wall NH Screenshot.jpg,綠色婚禮牆_Green_wedding_wall.jpg,images/wallpapers/綠色婚禮牆_Green_wedding_wall.webp,https://dodo.ac/np/images/1/19/Green_Wedding_Wall_NH_Screenshot.jpg,1280,720,238376
Item:Green-paint wall (New Horizons),Green-paint wall,綠色油漆牆,綠色油漆牆,绿色油漆墙,みどりのペイントウォール,True,File:Green-Paint Wall NH Screenshot.jpg,綠色油漆牆_Green-paint_wall.jpg,images/wallpapers/綠色油漆牆_Green-paint_wall.webp,https://dodo.ac/np/images/6/6e/Green-Paint_Wall_NH_Screenshot.jpg,1280,720,132447
Item:Greenhouse wall (New Horizons),Greenhouse wall,溫室牆,温室墙,溫室牆,おんしつのかべ,False,File:Greenhouse_Wall_NH_Icon.png,溫室牆_Greenhouse_wall.png,images/wallpapers/溫室牆_Greenhouse_wall.webp,https://dodo.ac/np/images/a/a9/Greenhouse_Wall_NH_Icon.png,128,128,17412
Item:Groovy wall (New Horizons),Groovy wall,迷幻壁紙,迷幻壁紙,迷幻壁纸,サイケなかべがみ,True,File:Groovy Wall NH Screenshot.jpg,迷幻壁紙_Groovy_wall.jpg,images/wallpapers/迷幻壁紙_Groovy_wall.webp,https://dodo.ac/np/images/3/33/Groovy_Wall_NH_Screenshot.jpg,1280,720,304795
Item:Hallway wall (New Horizons),Hallway wall,走廊牆,走廊墙,走廊牆,ろうかのかべ,False,File:Hallway_Wall_NH_Icon.png,走廊牆_Hallway_wall.png,images/wallpapers/走廊牆_Hallway_wall.webp,https://dodo.ac/np/images/5/5f/Hallway_Wall_NH_Icon.png,128,128,17965
Item:Harmonious wall (New Horizons),Harmonious wall,東方風牆壁,東方風牆壁,东方风墙,オリエンタルなかべ,True,File:Harmonious Wall NH Screenshot.jpg,東方風牆壁_Harmonious_wall.jpg,images/wallpapers/東方風牆壁_Harmonious_wall.webp,https://dodo.ac/np/images/9/98/Harmonious_Wall_NH_Screenshot.jpg,1280,720,211928
Item:Heavy-curtain wall (New Horizons),Heavy-curtain wall,舞臺布幕牆,舞台布幕牆,舞台布幕墙,どんちょうのかべ,True,File:Heavy-Curtain Wall NH Screenshot.jpg,舞臺布幕牆_Heavy-curtain_wall.jpg,images/wallpapers/舞臺布幕牆_Heavy-curtain_wall.webp,https://dodo.ac/np/images/b/bf/Heavy-Curtain_Wall_NH_Screenshot.jpg,1280,720,157559
