name_zh,name_en,name_ja,has_in_game_screenshot,width,height,filesize,target_media_file,local_filename,local_rel_path,image_url
綠色花朵地板,Green floral flooring,グリーンのフラワーフローリング,True,1280,720,278471,File:Green Floral Flooring NH Screenshot.jpg,綠色花朵地板_Green_floral_flooring.jpg,images/floors/綠色花朵地板_Green_floral_flooring.jpg,https://dodo.ac/np/images/5/54/Green_Floral_Flooring_NH_Screenshot.jpg
綠色六角磚地板,Green honeycomb tile,グリーンハニカムタイルのゆか,True,1280,720,252796,File:Green Honeycomb Tile NH Screenshot.jpg,綠色六角磚地板_Green_honeycomb_tile.jpg,images/floors/綠色六角磚地板_Green_honeycomb_tile.jpg,https://dodo.ac/np/images/9/9b/Green_Honeycomb_Tile_NH_Screenshot.jpg
綠色復古地板,Green retro flooring,グリーンレトロなゆか,True,1280,720,298070,File:Green Retro Flooring NH Screenshot.jpg,綠色復古地板_Green_retro_flooring.jpg,images/floors/綠色復古地板_Green_retro_flooring.jpg,https://dodo.ac/np/images/5/55/Green_Retro_Flooring_NH_Screenshot.jpg
綠色塑膠地板,Green rubber flooring,グリーンラバーのゆか,True,1280,720,148806,File:Green Rubber Flooring NH Screenshot.jpg,綠色塑膠地板_Green_rubber_flooring.jpg,images/floors/綠色塑膠地板_Green_rubber_flooring.jpg,https://dodo.ac/np/images/b/bc/Green_Rubber_Flooring_NH_Screenshot.jpg
綠色塑膠磚地板,Green vinyl flooring,みどりのピータイル,True,1280,720,176513,File:Green Vinyl Flooring NH Screenshot.jpg,綠色塑膠磚地板_Green_vinyl_flooring.jpg,images/floors/綠色塑膠磚地板_Green_vinyl_flooring.jpg,https://dodo.ac/np/images/f/f2/Green_Vinyl_Flooring_NH_Screenshot.jpg
婚禮綠色磚地板,Green wedding flooring,ウェディングなグリーンタイル,True,1280,720,177058,File:Green Wedding Flooring NH Screenshot.jpg,婚禮綠色磚地板_Green_wedding_flooring.jpg,images/floors/婚禮綠色磚地板_Green_wedding_flooring.jpg,https://dodo.ac/np/images/9/99/Green_Wedding_Flooring_NH_Screenshot.jpg
綠色油漆地板,Green-paint flooring,みどりのペイントフローリング,True,1280,720,195509,File:Green-Paint Flooring NH Screenshot.jpg,綠色油漆地板_Green-paint_flooring.jpg,images/floors/綠色油漆地板_Green-paint_flooring.jpg,https://dodo.ac/np/images/b/bd/Green-Paint_Flooring_NH_Screenshot.jpg
體育館地板,Gym flooring,たいいくかんのゆか,False,128,128,12692,File:Gym_Flooring_NH_Icon.png,體育館地板_Gym_flooring.png,images/floors/體育館地板_Gym_flooring.png,https://dodo.ac/np/images/5/5f/Gym_Flooring_NH_Icon.png
Hello Kitty地板,Hello Kitty flooring,ハローキティなゆか,True,1280,720,197960,File:Hello Kitty Flooring NH Screenshot.jpg,Hello_Kitty地板_Hello_Kitty_flooring.jpg,images/floors/Hello_Kitty地板_Hello_Kitty_flooring.jpg,https://dodo.ac/np/images/d/d4/Hello_Kitty_Flooring_NH_Screenshot.jpg
麻葉紋磚地板,Hexagonal floral flooring,あさのはタイルのゆか,True,1280,720,206155,File:Hexagonal Floral Flooring NH Screenshot.jpg,麻葉紋磚地板_Hexagonal_floral_flooring.jpg,images/floors/麻葉紋磚地板_Hexagonal_floral_flooring.jpg,https://dodo.ac/np/images/8/8d/Hexagonal_Floral_Flooring_NH_Screenshot.jpg
高速公路地板,Highway flooring,ハイウェイのゆか,True,1280,720,260280,File:Highway Flooring NH Screenshot.jpg,高速公路地板_Highway_flooring.jpg,images/floors/高速公路地板_Highway_flooring.jpg,https://dodo.ac/np/images/c/c7/Highway_Flooring_NH_Screenshot.jpg
蜂蜜地板,Honeycomb flooring,ハチミツなゆか,True,1280,720,268232,File:Honeycomb Flooring NH Screenshot.jpg,蜂蜜地板_Honeycomb_flooring.jpg,images/floors/蜂蜜地板_Honeycomb_flooring.jpg,https://dodo.ac/np/images/d/d8/Honeycomb_Flooring_NH_Screenshot.jpg
跳格子地板,Hopscotch flooring,けんけんぱのゆか,False,128,128,13248,File:Hopscotch_Flooring_NH_Icon.png,跳格子地板_Hopscotch_flooring.png,images/floors/跳格子地板_Hopscotch_flooring.png,https://dodo.ac/np/images/9/98/Hopscotch_Flooring_NH_Icon.png
冰雪地板,Ice flooring,アイスなゆか,True,1280,720,266422,File:Ice Flooring NH Screenshot.jpg,冰雪地板_Ice_flooring.jpg,images/floors/冰雪地板_Ice_flooring.jpg,https://dodo.ac/np/images/e/e9/Ice_Flooring_NH_Screenshot.jpg
流冰地板,Iceberg flooring,りゅうひょうのゆか,True,1280,720,206810,File:Iceberg Flooring NH Screenshot.jpg,流冰地板_Iceberg_flooring.jpg,images/floors/流冰地板_Iceberg_flooring.jpg,https://dodo.ac/np/images/2/29/Iceberg_Flooring_NH_Screenshot.jpg
王朝地板,Imperial tile,おうちょうなゆか,True,1280,720,174652,File:Imperial Tile NH Screenshot.jpg,王朝地板_Imperial_tile.jpg,images/floors/王朝地板_Imperial_tile.jpg,https://dodo.ac/np/images/8/81/Imperial_Tile_NH_Screenshot.jpg
巧拼地墊地板,Jointed-mat flooring,ジョイントマットのゆか,True,1280,720,189340,File:Jointed-Mat Flooring NH Screenshot.jpg,巧拼地墊地板_Jointed-mat_flooring.jpg,images/floors/巧拼地墊地板_Jointed-mat_flooring.jpg,https://dodo.ac/np/images/1/1d/Jointed-Mat_Flooring_NH_Screenshot.jpg
叢林地板,Jungle flooring,ジャングルのゆか,True,1280,720,325875,File:Jungle Flooring NH Screenshot.jpg,叢林地板_Jungle_flooring.jpg,images/floors/叢林地板_Jungle_flooring.jpg,https://dodo.ac/np/images/a/a5/Jungle_Flooring_NH_Screenshot.jpg
Kerokerokeroppi地板,Kerokerokeroppi flooring,けろけろけろっぴなゆか,True,1280,720,216155,File:Kerokerokeroppi Flooring NH Screenshot.jpg,Kerokerokeroppi地板_Kerokerokeroppi_flooring.jpg,images/floors/Kerokerokeroppi地板_Kerokerokeroppi_flooring.jpg,https://dodo.ac/np/images/2/2c/Kerokerokeroppi_Flooring_NH_Screenshot.jpg
Kiki & Lala地板,Kiki & Lala flooring,キキ&ララなゆか,True,1280,720,207180,File:Kiki & Lala Flooring NH Screenshot.jpg,Kiki_&_Lala地板_Kiki_&_Lala_flooring.jpg,images/floors/Kiki_&_Lala地板_Kiki_&_Lala_flooring.jpg,https://dodo.ac/np/images/d/dd/Kiki_%26_Lala_Flooring_NH_Screenshot.jpg
庸俗地板,Kitschy tile,キッチュなゆか,True,1280,720,296172,File:Kitschy Tile NH Screenshot.jpg,庸俗地板_Kitschy_tile.jpg,images/floors/庸俗地板_Kitschy_tile.jpg,https://dodo.ac/np/images/b/b6/Kitschy_Tile_NH_Screenshot.jpg
克洛格森林地板,Korok Forest flooring,コログのもりのゆか,False,128,128,18761,File:Korok_Forest_Flooring_NH_Icon.png,克洛格森林地板_Korok_Forest_flooring.png,images/floors/克洛格森林地板_Korok_Forest_flooring.png,https://dodo.ac/np/images/8/83/Korok_Forest_Flooring_NH_Icon.png
熔岩地板,Lava flooring,ようがんのゆか,True,1280,720,238617,File:Lava Flooring NH Screenshot.jpg,熔岩地板_Lava_flooring.jpg,images/floors/熔岩地板_Lava_flooring.jpg,https://dodo.ac/np/images/1/1d/Lava_Flooring_NH_Screenshot.jpg
豹紋地板,Leopard-print flooring,レオパードなゆか,True,1280,720,280922,File:Leopard-Print Flooring NH Screenshot.jpg,豹紋地板_Leopard-print_flooring.jpg,images/floors/豹紋地板_Leopard-print_flooring.jpg,https://dodo.ac/np/images/8/8c/Leopard-Print_Flooring_NH_Screenshot.jpg
淺色人字斜紋地板,Light herringbone flooring,ライトなヘリンボーンのゆか,True,1280,720,243495,File:Light Herringbone Flooring NH Screenshot.jpg,淺色人字斜紋地板_Light_herringbone_flooring.jpg,images/floors/淺色人字斜紋地板_Light_herringbone_flooring.jpg,https://dodo.ac/np/images/e/e0/Light_Herringbone_Flooring_NH_Screenshot.jpg
淺色拼花地板,Light parquet flooring,ライトなパーケットフローリング,True,1280,720,213496,File:Light Parquet Flooring NH Screenshot.jpg,淺色拼花地板_Light_parquet_flooring.jpg,images/floors/淺色拼花地板_Light_parquet_flooring.jpg,https://dodo.ac/np/images/c/c2/Light_Parquet_Flooring_NH_Screenshot.jpg
淺色嵌木地板,Light wood-pattern flooring,ライトなよせぎざいくのゆか,True,1280,720,236643,File:Light Wood-Pattern Flooring NH Screenshot.jpg,淺色嵌木地板_Light_wood-pattern_flooring.jpg,images/floors/淺色嵌木地板_Light_wood-pattern_flooring.jpg,https://dodo.ac/np/images/c/cb/Light_Wood-Pattern_Flooring_NH_Screenshot.jpg
大廳地板,Lobby flooring,ロビーのゆか,True,1280,720,242418,File:Lobby Flooring NH Screenshot.jpg,大廳地板_Lobby_flooring.jpg,images/floors/大廳地板_Lobby_flooring.jpg,https://dodo.ac/np/images/7/73/Lobby_Flooring_NH_Screenshot.jpg
月球表面地板,Lunar surface,げつめんのゆか,True,1280,720,190955,File:Lunar Surface NH Screenshot.jpg,月球表面地板_Lunar_surface.jpg,images/floors/月球表面地板_Lunar_surface.jpg,https://dodo.ac/np/images/1/10/Lunar_Surface_NH_Screenshot.jpg
魔法陣地板,Magic-circle flooring,まほうじんのゆか,False,128,128,16909,File:Magic-Circle_Flooring_NH_Icon.png,魔法陣地板_Magic-circle_flooring.png,images/floors/魔法陣地板_Magic-circle_flooring.png,https://dodo.ac/np/images/2/25/Magic-Circle_Flooring_NH_Icon.png
波浪圖案地板,Marine pop flooring,なみもようのゆか,True,1280,720,216621,File:Marine Pop Flooring NH Screenshot.jpg,波浪圖案地板_Marine_pop_flooring.jpg,images/floors/波浪圖案地板_Marine_pop_flooring.jpg,https://dodo.ac/np/images/d/de/Marine_Pop_Flooring_NH_Screenshot.jpg
人魚地板,Mermaid flooring,マーメイドなゆか,True,1280,720,238465,File:Mermaid Flooring NH Screenshot.jpg,人魚地板_Mermaid_flooring.jpg,images/floors/人魚地板_Mermaid_flooring.jpg,https://dodo.ac/np/images/1/10/Mermaid_Flooring_NH_Screenshot.jpg
薄荷綠點點地板,Mint dot flooring,ミントドットカーペット,True,1280,720,232508,File:Mint Dot Flooring NH Screenshot.jpg,薄荷綠點點地板_Mint_dot_flooring.jpg,images/floors/薄荷綠點點地板_Mint_dot_flooring.jpg,https://dodo.ac/np/images/d/df/Mint_Dot_Flooring_NH_Screenshot.jpg
LEGO®地板・摩登,Modern LEGO® flooring,LEGO®のゆか・モダン,False,128,128,10680,File:Modern_LEGO®_Flooring_NH_Icon.png,LEGO®地板・摩登_Modern_LEGO®_flooring.png,images/floors/LEGO®地板・摩登_Modern_LEGO®_flooring.png,https://dodo.ac/np/images/1/10/Modern_LEGO%C2%AE_Flooring_NH_Icon.png
拼木地板,Modern wood flooring,ミックスウッドのフローリング,True,1280,720,192960,File:Modern Wood Flooring NH Screenshot.jpg,拼木地板_Modern_wood_flooring.jpg,images/floors/拼木地板_Modern_wood_flooring.jpg,https://dodo.ac/np/images/6/6b/Modern_Wood_Flooring_NH_Screenshot.jpg
金錢地板,Money flooring,マネーなゆか,True,1280,720,318293,File:Money Flooring NH Screenshot.jpg,金錢地板_Money_flooring.jpg,images/floors/金錢地板_Money_flooring.jpg,https://dodo.ac/np/images/6/6f/Money_Flooring_NH_Screenshot.jpg
灰階配色點點地板,Monochromatic dot flooring,モノクロドットカーペット,True,1280,720,214686,File:Monochromatice Tile Flooring NH Screenshot.jpg,灰階配色點點地板_Monochromatic_dot_flooring.jpg,images/floors/灰階配色點點地板_Monochromatic_dot_flooring.jpg,https://dodo.ac/np/images/8/85/Monochromatice_Tile_Flooring_NH_Screenshot.jpg
灰階配色拼接地板,Monochromatic tile flooring,モノクロパネルカーペット,False,128,128,11471,File:Monochromatic_Tile_Flooring_NH_Icon.png,灰階配色拼接地板_Monochromatic_tile_flooring.png,images/floors/灰階配色拼接地板_Monochromatic_tile_flooring.png,https://dodo.ac/np/images/c/c8/Monochromatic_Tile_Flooring_NH_Icon.png
摩洛哥藝術磚地板,Moroccan art-tile flooring,モロッカンなアートタイルのゆか,False,128,128,19418,File:Moroccan_Art-Tile_Flooring_NH_Icon.png,摩洛哥藝術磚地板_Moroccan_art-tile_flooring.png,images/floors/摩洛哥藝術磚地板_Moroccan_art-tile_flooring.png,https://dodo.ac/np/images/a/ad/Moroccan_Art-Tile_Flooring_NH_Icon.png
青苔庭園地板,Mossy-garden flooring,こけにわのゆか,True,1280,720,249253,File:Mossy-Garden Flooring NH Screenshot.jpg,青苔庭園地板_Mossy-garden_flooring.jpg,images/floors/青苔庭園地板_Mossy-garden_flooring.jpg,https://dodo.ac/np/images/7/72/Mossy-Garden_Flooring_NH_Screenshot.jpg
My Melody地板,My Melody flooring,マイメロディなゆか,True,1280,720,202167,File:My Melody Flooring NH Screenshot.jpg,My_Melody地板_My_Melody_flooring.jpg,images/floors/My_Melody地板_My_Melody_flooring.jpg,https://dodo.ac/np/images/0/0c/My_Melody_Flooring_NH_Screenshot.jpg
自然風地板,Natural flooring,ナチュラルなフローリング,False,128,128,9162,File:Natural_Flooring_NH_Icon.png,自然風地板_Natural_flooring.png,images/floors/自然風地板_Natural_flooring.png,https://dodo.ac/np/images/4/40/Natural_Flooring_NH_Icon.png
自然風地板磚塊,Natural-block flooring,ナチュラルフローリングブロック,True,1280,720,192405,File:Natural-Block Flooring NH Screenshot.jpg,自然風地板磚塊_Natural-block_flooring.jpg,images/floors/自然風地板磚塊_Natural-block_flooring.jpg,https://dodo.ac/np/images/0/06/Natural-Block_Flooring_NH_Screenshot.jpg
Nook Inc.地板,Nook Inc. flooring,たぬきかいはつのフローリング,True,1280,720,186026,File:Nook Inc. Flooring NH Screenshot.jpg,Nook_Inc.地板_Nook_Inc._flooring.jpg,images/floors/Nook_Inc.地板_Nook_Inc._flooring.jpg,https://dodo.ac/np/images/8/87/Nook_Inc._Flooring_NH_Screenshot.jpg
綠洲地板,Oasis flooring,オアシスなゆか,True,1280,720,257431,File:Oasis Flooring NH Screenshot.jpg,綠洲地板_Oasis_flooring.jpg,images/floors/綠洲地板_Oasis_flooring.jpg,https://dodo.ac/np/images/a/a2/Oasis_Flooring_NH_Screenshot.jpg
舊木板地板,Old board flooring,ふるいいたまのゆか,False,128,128,12083,File:Old_Board_Flooring_NH_Icon.png,舊木板地板_Old_board_flooring.png,images/floors/舊木板地板_Old_board_flooring.png,https://dodo.ac/np/images/a/a6/Old_Board_Flooring_NH_Icon.png
舊式石磚地板,Old stone-tile flooring,ふるびたストーンタイルのゆか,False,128,128,14588,File:Old_Stone-Tile_Flooring_NH_Icon.png,舊式石磚地板_Old_stone-tile_flooring.png,images/floors/舊式石磚地板_Old_stone-tile_flooring.png,https://dodo.ac/np/images/a/a3/Old_Stone-Tile_Flooring_NH_Icon.png
黃綠色摩洛哥磚地板,Olive Moroccan flooring,きみどりモロッカンタイルゆか,True,1280,720,313255,File:Olive Moroccan Flooring NH Screenshot.jpg,黃綠色摩洛哥磚地板_Olive_Moroccan_flooring.jpg,images/floors/黃綠色摩洛哥磚地板_Olive_Moroccan_flooring.jpg,https://dodo.ac/np/images/9/94/Olive_Moroccan_Flooring_NH_Screenshot.jpg
手術室地板,Operating-room flooring,しゅじゅつしつのゆか,False,128,128,9724,File:Operating-Room_Flooring_NH_Icon.png,手術室地板_Operating-room_flooring.png,images/floors/手術室地板_Operating-room_flooring.png,https://dodo.ac/np/images/8/8a/Operating-Room_Flooring_NH_Icon.png
橘色迷彩地板,Orange camo flooring,オレンジめいさいのゆか,True,1280,720,258503,File:Orange Camo Flooring NH Screenshot.jpg,橘色迷彩地板_Orange_camo_flooring.jpg,images/floors/橘色迷彩地板_Orange_camo_flooring.jpg,https://dodo.ac/np/images/0/00/Orange_Camo_Flooring_NH_Screenshot.jpg
橘色復古地板,Orange retro flooring,オレンジレトロなゆか,True,1280,720,325531,File:Orange Retro Flooring NH Screenshot.jpg,橘色復古地板_Orange_retro_flooring.jpg,images/floors/橘色復古地板_Orange_retro_flooring.jpg,https://dodo.ac/np/images/c/c5/Orange_Retro_Flooring_NH_Screenshot.jpg
畫室地板,Paintball flooring,アトリエのゆか,True,1280,720,284411,File:Paintball Flooring NH Screenshot.jpg,畫室地板_Paintball_flooring.jpg,images/floors/畫室地板_Paintball_flooring.jpg,https://dodo.ac/np/images/b/bd/Paintball_Flooring_NH_Screenshot.jpg
宮殿地板,Palace tile,きゅうでんのゆか,True,1280,720,240003,File:Palace Tile NH Screenshot.jpg,宮殿地板_Palace_tile.jpg,images/floors/宮殿地板_Palace_tile.jpg,https://dodo.ac/np/images/1/10/Palace_Tile_NH_Screenshot.jpg
巧美生活地板,Paradise Planning flooring,タクミライフのゆか,False,128,128,19481,File:Paradise_Planning_Flooring_NH_Icon.png,巧美生活地板_Paradise_Planning_flooring.png,images/floors/巧美生活地板_Paradise_Planning_flooring.png,https://dodo.ac/np/images/9/9a/Paradise_Planning_Flooring_NH_Icon.png
停車場地板,Parking flooring,パーキングのゆか,True,1280,720,238774,File:Parking Flooring NH Screenshot.jpg,停車場地板_Parking_flooring.jpg,images/floors/停車場地板_Parking_flooring.jpg,https://dodo.ac/np/images/4/49/Parking_Flooring_NH_Screenshot.jpg
派對地板,Party flooring,パーティーのゆか,True,1280,720,218288,File:Party Flooring NH Screenshot.jpg,派對地板_Party_flooring.jpg,images/floors/派對地板_Party_flooring.jpg,https://dodo.ac/np/images/8/85/Party_Flooring_NH_Screenshot.jpg
粉嫩巧拼地板,Pastel puzzle flooring,パステルパズルのゆか,True,1280,720,217628,File:Pastel Puzzle Flooring NH Screenshot.jpg,粉嫩巧拼地板_Pastel_puzzle_flooring.jpg,images/floors/粉嫩巧拼地板_Pastel_puzzle_flooring.jpg,https://dodo.ac/np/images/2/2b/Pastel_Puzzle_Flooring_NH_Screenshot.jpg
拼花磚地板,Patchwork-tile flooring,パッチワークタイルのゆか,True,1280,720,274982,File:Patchwork-Tile Flooring NH Screenshot.jpg,拼花磚地板_Patchwork-tile_flooring.jpg,images/floors/拼花磚地板_Patchwork-tile_flooring.jpg,https://dodo.ac/np/images/7/75/Patchwork-Tile_Flooring_NH_Screenshot.jpg
病房地板,Patient-ward flooring,びょうしつのゆか,False,128,128,8885,File:Patient-Ward_Flooring_NH_Icon.png,病房地板_Patient-ward_flooring.png,images/floors/病房地板_Patient-ward_flooring.png,https://dodo.ac/np/images/9/96/Patient-Ward_Flooring_NH_Icon.png
松木地板,Pine-board flooring,パインざいフローリング,True,1280,720,197436,File:Pine-Board Flooring NH Screenshot.jpg,松木地板_Pine-board_flooring.jpg,images/floors/松木地板_Pine-board_flooring.jpg,https://dodo.ac/np/images/d/de/Pine-Board_Flooring_NH_Screenshot.jpg
粉紅色油漆地板,Pink-paint flooring,ピンクのペイントフローリング,True,1280,720,195602,File:Pink-Paint Flooring NH Screenshot.jpg,粉紅色油漆地板_Pink-paint_flooring.jpg,images/floors/粉紅色油漆地板_Pink-paint_flooring.jpg,https://dodo.ac/np/images/3/3a/Pink-Paint_Flooring_NH_Screenshot.jpg
海盜地板,Pirate flooring,かいぞくのゆか,True,1280,720,258444,File:Pirate Flooring NH Screenshot.jpg,海盜地板_Pirate_flooring.jpg,images/floors/海盜地板_Pirate_flooring.jpg,https://dodo.ac/np/images/6/6c/Pirate_Flooring_NH_Screenshot.jpg
Pompompurin地板,Pompompurin flooring,ポムポムプリンなゆか,True,1280,720,179488,File:Pompompurin Flooring NH Screenshot.jpg,Pompompurin地板_Pompompurin_flooring.jpg,images/floors/Pompompurin地板_Pompompurin_flooring.jpg,https://dodo.ac/np/images/f/f3/Pompompurin_Flooring_NH_Screenshot.jpg
畢業舞會地板,Prom flooring,プロムのゆか,True,1280,720,244869,File:Prom Flooring NH Screenshot.jpg,畢業舞會地板_Prom_flooring.jpg,images/floors/畢業舞會地板_Prom_flooring.jpg,https://dodo.ac/np/images/a/a3/Prom_Flooring_NH_Screenshot.jpg
紫色迷彩地板,Purple camo flooring,パープルめいさいのゆか,True,1280,720,275116,File:Purple Camo Flooring NH Screenshot.jpg,紫色迷彩地板_Purple_camo_flooring.jpg,images/floors/紫色迷彩地板_Purple_camo_flooring.jpg,https://dodo.ac/np/images/0/0e/Purple_Camo_Flooring_NH_Screenshot.jpg
紫色摩洛哥磚地板,Purple Moroccan flooring,むらさきのモロッカンタイルゆか,True,1280,720,323435,File:Purple Moroccan Flooring NH Screenshot.jpg,紫色摩洛哥磚地板_Purple_Moroccan_flooring.jpg,images/floors/紫色摩洛哥磚地板_Purple_Moroccan_flooring.jpg,https://dodo.ac/np/images/0/09/Purple_Moroccan_Flooring_NH_Screenshot.jpg
紫色巧拼地板,Purple puzzle flooring,パープルパズルのゆか,True,1280,720,245949,File:Purple Puzzle Flooring NH Screenshot.jpg,紫色巧拼地板_Purple_puzzle_flooring.jpg,images/floors/紫色巧拼地板_Purple_puzzle_flooring.jpg,https://dodo.ac/np/images/2/28/Purple_Puzzle_Flooring_NH_Screenshot.jpg
金字塔地板,Pyramid tile,ピラミッドのゆか,True,1280,720,264041,File:Pyramid Tile NH Screenshot.jpg,金字塔地板_Pyramid_tile.jpg,images/floors/金字塔地板_Pyramid_tile.jpg,https://dodo.ac/np/images/0/07/Pyramid_Tile_NH_Screenshot.jpg
賽車賽道地板,Racetrack flooring,レーストラックのゆか,True,1280,720,255219,File:Racetrack Flooring NH Screenshot.jpg,賽車賽道地板_Racetrack_flooring.jpg,images/floors/賽車賽道地板_Racetrack_flooring.jpg,https://dodo.ac/np/images/8/8c/Racetrack_Flooring_NH_Screenshot.jpg
廢墟地板,Ramshackle flooring,はいきょのゆか,True,1280,720,250119,File:Ramshackle Flooring NH Screenshot.jpg,廢墟地板_Ramshackle_flooring.jpg,images/floors/廢墟地板_Ramshackle_flooring.jpg,https://dodo.ac/np/images/e/e1/Ramshackle_Flooring_NH_Screenshot.jpg
不規則方形磚地板,Random-square-tile flooring,ランダムスクエアタイルのゆか,True,1280,720,186141,File:Random-Square-Tile Flooring NH Screenshot.jpg,不規則方形磚地板_Random-square-tile_flooring.jpg,images/floors/不規則方形磚地板_Random-square-tile_flooring.jpg,https://dodo.ac/np/images/0/0d/Random-Square-Tile_Flooring_NH_Screenshot.jpg
藤編地板,Rattan flooring,ラタンのゆか,True,1280,720,261888,File:Rattan Flooring NH Screenshot.jpg,藤編地板_Rattan_flooring.jpg,images/floors/藤編地板_Rattan_flooring.jpg,https://dodo.ac/np/images/0/0e/Rattan_Flooring_NH_Screenshot.jpg
紅色點點地板,Red dot flooring,レッドドットカーペット,True,1280,720,224178,File:Red Dot Flooring NH Screenshot.jpg,紅色點點地板_Red_dot_flooring.jpg,images/floors/紅色點點地板_Red_dot_flooring.jpg,https://dodo.ac/np/images/0/00/Red_Dot_Flooring_NH_Screenshot.jpg
紅黑色塑膠磚地板,Red-and-black vinyl flooring,あかくろピータイル,True,1280,720,173240,File:Red-and-Black Vinyl Flooring NH Screenshot.jpg,紅黑色塑膠磚地板_Red-and-black_vinyl_flooring.jpg,images/floors/紅黑色塑膠磚地板_Red-and-black_vinyl_flooring.jpg,https://dodo.ac/np/images/e/e0/Red-and-Black_Vinyl_Flooring_NH_Screenshot.jpg
紅色磚塊地板,Red-brick flooring,あかレンガのゆか,True,1280,720,192984,File:Red-Brick Flooring NH Screenshot.jpg,紅色磚塊地板_Red-brick_flooring.jpg,images/floors/紅色磚塊地板_Red-brick_flooring.jpg,https://dodo.ac/np/images/2/2a/Red-Brick_Flooring_NH_Screenshot.jpg
廚房地板,Restaurant-kitchen flooring,ちゅうぼうのゆか,False,128,128,8939,File:Restaurant-Kitchen_Flooring_NH_Icon.png,廚房地板_Restaurant-kitchen_flooring.png,images/floors/廚房地板_Restaurant-kitchen_flooring.png,https://dodo.ac/np/images/9/92/Restaurant-Kitchen_Flooring_NH_Icon.png
機器人地板,Robo-flooring,ロボのゆか,False,128,128,13478,File:Robo-Flooring_NH_Icon.png,機器人地板_Robo-flooring.png,images/floors/機器人地板_Robo-flooring.png,https://dodo.ac/np/images/2/24/Robo-Flooring_NH_Icon.png
巖山地板,Rocky-mountain flooring,いわやまのゆか,True,1280,720,241706,File:Rocky-Mountain Flooring NH Screenshot.jpg,巖山地板_Rocky-mountain_flooring.jpg,images/floors/巖山地板_Rocky-mountain_flooring.jpg,https://dodo.ac/np/images/1/1f/Rocky-Mountain_Flooring_NH_Screenshot.jpg
房間草圖地板,Room Sketch flooring,ルームスケッチのゆか,False,128,128,7857,File:Room_Sketch_Flooring_NH_Icon.png,房間草圖地板_Room_Sketch_flooring.png,images/floors/房間草圖地板_Room_Sketch_flooring.png,https://dodo.ac/np/images/3/3d/Room_Sketch_Flooring_NH_Icon.png
繩網地板,Rope-net flooring,ロープネットのゆか,False,128,128,20274,File:Rope-Net_Flooring_NH_Icon.png,繩網地板_Rope-net_flooring.png,images/floors/繩網地板_Rope-net_flooring.png,https://dodo.ac/np/images/4/45/Rope-Net_Flooring_NH_Icon.png
玫瑰地板,Rose flooring,バラのじゅうたん,True,1280,720,295133,File:Rose Flooring NH Screenshot.jpg,玫瑰地板_Rose_flooring.jpg,images/floors/玫瑰地板_Rose_flooring.jpg,https://dodo.ac/np/images/5/52/Rose_Flooring_NH_Screenshot.jpg
玫瑰木地板,Rosewood flooring,ローズウッドのゆか,True,1280,720,180455,File:Rosewood Flooring NH Screenshot.jpg,玫瑰木地板_Rosewood_flooring.jpg,images/floors/玫瑰木地板_Rosewood_flooring.jpg,https://dodo.ac/np/images/e/e3/Rosewood_Flooring_NH_Screenshot.jpg
橡膠磚地板,Rubber-tile flooring,ゴムタイルのゆか,True,1280,720,214365,File:Rubber-Tile Flooring NH Screenshot.jpg,橡膠磚地板_Rubber-tile_flooring.jpg,images/floors/橡膠磚地板_Rubber-tile_flooring.jpg,https://dodo.ac/np/images/4/48/Rubber-Tile_Flooring_NH_Screenshot.jpg
燈心草榻榻米,Rush tatami,いぐさのたたみ,True,1280,720,254077,File:Rush Tatami NH Screenshot.jpg,燈心草榻榻米_Rush_tatami.jpg,images/floors/燈心草榻榻米_Rush_tatami.jpg,https://dodo.ac/np/images/d/d0/Rush_Tatami_NH_Screenshot.jpg
燈心草無邊榻榻米,Rush tatami flooring,いぐさのふちなしたたみ,True,1280,720,284502,File:Rush Tatami Flooring NH Screenshot.jpg,燈心草無邊榻榻米_Rush_tatami_flooring.jpg,images/floors/燈心草無邊榻榻米_Rush_tatami_flooring.jpg,https://dodo.ac/np/images/7/71/Rush_Tatami_Flooring_NH_Screenshot.jpg
沙漠地板,Saharah's desert,さばくなゆか,True,1280,720,215583,File:Saharah's Desert NH Screenshot.jpg,沙漠地板_Saharah's_desert.jpg,images/floors/沙漠地板_Saharah's_desert.jpg,https://dodo.ac/np/images/3/33/Saharah%27s_Desert_NH_Screenshot.jpg
櫻花木地板,Sakura-wood flooring,さくらのウッドフローリング,True,1280,720,193911,File:Sakura-Wood Flooring NH Screenshot.jpg,櫻花木地板_Sakura-wood_flooring.jpg,images/floors/櫻花木地板_Sakura-wood_flooring.jpg,https://dodo.ac/np/images/4/4d/Sakura-Wood_Flooring_NH_Screenshot.jpg
空地地板,Sandlot,あきちのゆか,True,1280,720,206898,File:Sandlot NH Screenshot.jpg,空地地板_Sandlot.jpg,images/floors/空地地板_Sandlot.jpg,https://dodo.ac/np/images/a/ae/Sandlot_NH_Screenshot.jpg
沙灘地板,Sandy-beach flooring,すなはまのゆか,True,1280,720,240728,File:Sandy-Beach Flooring NH Screenshot.jpg,沙灘地板_Sandy-beach_flooring.jpg,images/floors/沙灘地板_Sandy-beach_flooring.jpg,https://dodo.ac/np/images/3/31/Sandy-Beach_Flooring_NH_Screenshot.jpg
